response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
18.8074,1.0588,0.0000,0.0000,17.7486,0.0000,500,40.0025
0.3095,0.0000,0.0000,0.0000,0.3095,0.0000,500,58.5049
0.3144,0.0000,0.0000,0.0000,0.3144,0.0000,500,58.5001
0.1198,0.0000,0.0000,0.0000,0.1197,0.0000,500,58.6948
0.1198,0.0000,0.0000,0.0000,0.1197,0.0000,500,58.6949
0.0823,0.0000,0.0000,0.0000,0.0823,0.0001,500,58.7838
0.0831,0.0000,0.0000,0.0000,0.0830,0.0001,500,58.7831
0.0811,0.0000,0.0000,0.0000,0.0810,0.0000,500,58.7973
0.0804,0.0000,0.0000,0.0000,0.0804,0.0000,500,58.7980
0.0896,0.0000,0.0000,0.0000,0.0895,0.0000,500,58.7980
0.0894,0.0000,0.0000,0.0000,0.0893,0.0000,500,58.7984
0.0892,0.0000,0.0000,0.0000,0.0892,0.0000,500,58.7986
0.0890,0.0000,0.0000,0.0000,0.0890,0.0000,500,58.7989
0.0907,0.0000,0.0000,0.0000,0.0906,0.0000,500,58.7972
0.0795,0.0000,0.0000,0.0000,0.0795,0.0000,500,58.8094
0.0621,0.0000,0.0000,0.0000,0.0620,0.0000,500,58.8662
0.0802,0.0000,0.0000,0.0000,0.0802,0.0000,500,58.8889
17.1939,1.0533,0.0000,0.0000,16.1406,0.0000,200,98.6950
17.5139,1.0540,0.0000,0.0000,16.4599,0.0000,200,98.6951
17.6690,1.0156,0.0000,0.0000,16.6534,0.0000,200,98.7974
17.9493,1.0626,0.0000,0.0000,16.8865,0.0000,200,98.8787
12.5330,1.0188,0.0000,0.0000,11.5141,0.0000,200,118.5056
13.1303,1.0606,0.0000,0.0000,12.0696,0.0000,200,118.7838
13.4594,1.0467,0.0000,0.0000,12.4126,0.0000,200,118.7977
14.2426,1.0468,0.0000,0.0001,13.1956,0.0000,200,118.7975
14.3120,1.0295,0.0000,0.0000,13.2825,0.0000,200,118.8149
14.3906,1.0461,0.0000,0.0000,13.3444,0.0000,200,118.7988
5.2275,0.0000,0.0000,0.0000,5.2274,0.0000,200,132.2571
6.2770,0.0000,0.0000,0.0000,6.2770,0.0000,200,133.1269
6.5970,0.0000,0.0000,0.0000,5.5357,0.0000,200,138.8150
14.9858,0.0000,0.0000,0.0002,14.9856,0.0000,200,131.0386
9.6434,0.0000,0.0000,0.0000,8.7182,0.0001,200,138.6954
10.3390,1.0021,0.0000,0.0000,9.3368,0.0000,200,138.8104
4.7240,0.0000,0.0000,0.0000,4.7240,0.0000,200,148.3387
18.5288,1.0431,0.0000,0.0000,17.4856,0.0000,200,135.8893
16.4960,1.0133,0.0000,0.0000,15.4827,0.0000,200,138.7993
6.2385,0.0000,0.0000,0.0000,6.2384,0.0000,200,156.2095
6.5012,1.0198,0.0000,0.0000,5.4814,0.0000,200,158.6966
7.9347,1.0201,0.0000,0.0000,6.9146,0.0000,200,158.8884
17.4619,0.0000,0.0000,0.0000,17.4394,0.0000,200,153.0404
14.0177,1.0320,0.0000,0.0000,12.9856,0.0000,200,156.8284
12.4147,1.0475,0.0000,0.0000,11.3671,0.0001,200,158.7979
17.4813,1.0153,0.0000,0.0000,16.4659,0.0000,200,157.4847
18.7268,1.0094,0.0000,0.0000,17.7174,0.0000,200,156.4668
16.9903,1.0200,0.0000,0.0000,15.9703,0.0000,200,158.8884
17.6098,1.0214,0.0001,0.0000,16.5883,0.0000,200,158.6955
17.7606,1.0467,0.0000,0.0000,16.7138,0.0000,200,158.7979
14.4949,0.0000,0.0000,0.0000,14.4949,0.0000,200,162.4480
18.3937,1.0294,0.0000,0.0001,17.3643,0.0000,200,158.8152
8.5104,0.0000,0.0000,0.0000,8.5103,0.0000,200,169.1495
18.9935,1.0294,0.0000,0.0001,17.9640,0.0000,200,158.8151
19.2738,1.0432,0.0000,0.0000,18.2305,0.0001,200,158.9291
14.9437,0.0000,0.0000,0.0000,14.6903,0.0001,200,166.8231
13.4274,1.0534,0.0000,0.0001,12.3739,0.0000,200,173.0629
18.6880,1.0504,0.0000,0.0000,17.6375,0.0000,200,171.9146
19.7023,0.0000,0.0000,0.0000,19.7023,0.0000,200,171.2126
14.7406,0.0000,0.0000,0.0000,14.7405,0.0000,200,176.9429
13.2159,1.0069,0.0000,0.0000,12.2089,0.0000,200,178.6145
17.6826,0.0000,0.0000,0.0000,17.1349,0.0000,200,174.4184
18.2364,0.0000,0.0000,0.0000,18.0087,0.0000,200,174.9660
15.2596,1.0341,0.0000,0.0000,14.2255,0.0000,200,178.9703
16.1020,1.0609,0.0000,0.0000,15.0410,0.0000,200,178.8794
19.8122,0.0000,0.0000,0.0000,19.2288,0.0000,500,175.2954
18.6302,0.0000,0.0000,0.0000,18.6302,0.0000,500,176.5585
18.2336,0.0000,0.0000,0.0000,18.2336,0.0000,500,177.8086
6.3480,0.0000,0.0000,0.0000,6.3479,0.0000,200,190.6026
18.5378,1.0135,0.0000,0.0000,17.5242,0.0000,200,178.7988
18.7355,1.0090,0.0000,0.0000,17.7265,0.0000,500,178.8674
19.8773,1.0143,0.0000,0.0000,18.8630,0.0000,200,178.7980
6.0140,0.0000,0.0000,0.0000,6.0140,0.0000,200,195.8789
5.8633,0.0000,0.0000,0.0001,5.4769,0.0001,200,197.6029
18.1659,1.0559,0.0000,0.0000,17.1099,0.0000,500,185.4124
10.5118,0.0000,0.0000,0.0000,10.5118,0.0000,500,194.9814
8.7148,0.0000,0.0000,0.0000,8.5744,0.0000,500,197.2090
9.3615,0.0000,0.0000,0.0000,8.7772,0.0000,500,197.6601
8.5802,0.0000,0.0000,0.0000,8.5212,0.0000,500,198.6165
9.9363,0.0000,0.0000,0.0000,9.6699,0.0001,200,197.3366
8.8799,0.0000,0.0000,0.0000,7.9476,0.0001,500,198.7843
8.8799,0.0000,0.0000,0.0000,7.9471,0.0001,500,198.7843
9.1440,0.0000,0.0000,0.0000,8.0979,0.0000,500,198.7984
9.2630,0.0000,0.0000,0.0000,8.2169,0.0000,500,198.7984
19.3841,0.0000,0.0000,0.0000,19.3840,0.0000,200,190.5025
5.3350,0.0000,0.0000,0.0000,5.3349,0.0000,200,207.2729
15.4296,0.0000,0.0000,0.0001,14.4730,0.0000,200,198.6959
19.0785,0.0000,0.0000,0.0000,19.0785,0.0000,200,195.1076
17.4193,0.0000,0.0000,0.0000,17.0333,0.0000,200,196.9506
15.9145,0.0000,0.0000,0.0000,15.9029,0.0000,200,198.6165
17.0661,1.0181,0.0000,0.0000,16.0479,0.0000,200,198.6983
7.7364,0.0000,0.0000,0.0000,7.7363,0.0000,200,208.0614
10.0997,0.0000,0.0000,0.0000,10.0996,0.0000,200,207.1967
11.3308,0.0000,0.0000,0.0000,11.3307,0.0000,200,206.0250
19.6019,0.0000,0.0000,0.0000,19.4325,0.0000,200,198.2031
10.7220,0.0000,0.0000,0.0000,10.7220,0.0000,200,207.6642
19.8943,0.0000,0.0000,0.0000,19.3644,0.0000,200,198.6754
5.8317,0.0000,0.0000,0.0000,5.7737,0.0000,200,214.1861
11.0144,0.0000,0.0000,0.0000,11.0143,0.0000,200,209.8866
5.8049,0.0000,0.0000,0.0000,5.7945,0.0000,200,215.1941
10.7480,1.0252,0.0000,0.0000,9.7227,0.0001,200,210.9152
8.8076,0.0000,0.0000,0.0000,8.3296,0.0000,200,213.1904
6.8419,0.0000,0.0000,0.0000,6.8418,0.0001,200,215.7644
8.1306,0.0000,0.0000,0.0000,8.1305,0.0000,200,217.2964
7.1738,1.0035,0.0000,0.0001,6.1702,0.0000,200,218.6166
19.6867,0.0000,0.0000,0.0000,19.6867,0.0000,200,207.0217
4.8653,0.0000,0.0000,0.0000,4.7602,0.0000,200,221.8931
7.8886,1.0518,0.0000,0.0000,6.8367,0.0000,200,218.8892
10.5841,1.0142,0.0000,0.0000,9.5698,0.0000,200,218.7984
16.7347,0.0000,0.0000,0.0000,15.8117,0.0000,200,213.2026
14.0146,0.0000,0.0000,0.0000,14.0145,0.0001,200,216.3056
5.0887,0.0000,0.0000,0.0000,4.9945,0.0000,200,226.7583
13.0709,1.0142,0.0000,0.0000,12.0566,0.0000,200,218.7985
10.6187,0.0000,0.0000,0.0000,10.6186,0.0001,200,223.4663
9.5186,0.0000,0.0000,0.0000,8.7341,0.0000,200,225.9240
16.7466,1.0523,0.0000,0.0000,15.6942,0.0000,200,218.6960
4.6062,0.0000,0.0000,0.0001,3.8526,0.0000,200,235.4426
5.5249,0.0000,0.0000,0.0000,5.5249,0.0000,200,237.3560
6.1918,1.0589,0.0000,0.0000,5.1329,0.0000,200,238.7855
5.9854,0.0000,0.0000,0.0000,5.3413,0.0001,200,239.4049
15.3132,0.0000,0.0000,0.0000,15.3132,0.0000,200,230.3202
14.0329,0.0000,0.0000,0.0000,14.0328,0.0000,200,231.6838
7.4673,1.0450,0.0000,0.0000,6.4222,0.0000,200,238.7993
16.9678,0.0000,0.0000,0.0000,16.9514,0.0000,200,231.8307
16.2265,0.0000,0.0000,0.0000,15.9654,0.0000,200,232.6080
7.2509,0.0000,0.0000,0.0000,6.4608,0.0000,200,241.9983
4.8434,0.0000,0.0000,0.0000,4.7035,0.0000,200,245.4935
16.6662,0.0000,0.0000,0.0000,15.7544,0.0002,200,234.5310
14.5412,1.0110,0.0000,0.0000,13.5301,0.0000,200,238.3864
13.0547,0.0000,0.0000,0.0000,12.0968,0.0000,200,240.9992
10.7781,0.0000,0.0000,0.0000,10.7361,0.0000,200,243.5786
16.6442,1.0340,0.0000,0.0000,15.6101,0.0000,200,238.8109
5.4558,0.0000,0.0000,0.0002,5.1052,0.0000,200,250.8469
7.8513,0.0000,0.0000,0.0000,7.8512,0.0000,200,248.8345
6.6611,0.0000,0.0000,0.0000,6.0176,0.0000,200,250.3370
13.0639,0.0000,0.0000,0.0000,12.9806,0.0000,200,245.6334
9.1595,0.0000,0.0001,0.0000,9.1294,0.0001,200,251.8472
15.8319,0.0000,0.0000,0.0000,15.5663,0.0001,200,246.4909
9.7052,0.0000,0.0000,0.0000,9.7051,0.0000,200,254.0852
8.2453,0.0000,0.0000,0.0000,7.8036,0.0000,200,256.0428
18.4409,0.0000,0.0000,0.0000,18.4408,0.0000,200,247.9427
17.6273,0.0000,0.0000,0.0000,17.6273,0.0000,200,249.3826
9.2301,0.0000,0.0000,0.0000,9.2301,0.0000,200,258.6973
14.0204,0.0000,0.0000,0.0000,13.8942,0.0000,200,254.2305
5.7268,0.0000,0.0000,0.0000,5.5121,0.0000,200,262.6067
5.2115,0.0000,0.0000,0.0000,5.2114,0.0000,200,263.7904
15.1236,0.0000,0.0000,0.0000,14.9166,0.0000,200,255.1893
10.3394,0.0000,0.0000,0.0000,9.3600,0.0000,200,260.0489
10.2189,0.0000,0.0000,0.0000,9.6636,0.0000,200,261.7676
15.3091,0.0000,0.0000,0.0000,15.1895,0.0000,200,256.6858
13.4405,1.0516,0.0000,0.0001,12.3888,0.0000,200,258.8895
15.5874,0.0000,0.0000,0.0000,15.5873,0.0000,200,256.9981
9.5584,0.0000,0.0000,0.0000,8.6250,0.0000,200,265.7909
7.1704,0.0000,0.0000,0.0000,7.1703,0.0000,200,268.3334
6.3339,0.0000,0.0000,0.0000,6.2585,0.0000,200,270.3130
7.1557,0.0000,0.0000,0.0000,6.7803,0.0000,200,269.9376
8.0934,0.0000,0.0000,0.0000,7.1145,0.0000,200,274.3705
7.0868,0.0000,0.0000,0.0000,6.2024,0.0000,200,275.5038
5.4125,0.0000,0.0000,0.0000,5.4124,0.0000,200,277.8055
6.8375,0.0000,0.0000,0.0000,6.8374,0.0001,200,278.5703
6.1244,0.0000,0.0000,0.0000,5.4970,0.0000,200,282.5906
5.6950,0.0000,0.0000,0.0000,5.4196,0.0000,200,283.2180
5.6736,0.0000,0.0000,0.0000,4.6646,0.0000,200,285.4274
9.0306,0.0000,0.0000,0.0000,9.0306,0.0000,200,284.2883
18.8191,0.0000,0.0000,0.0000,18.8191,0.0000,200,276.6469
9.7190,0.0000,0.0000,0.0000,8.8338,0.0000,200,286.3839
11.0870,0.0000,0.0000,0.0000,11.0869,0.0000,200,285.1989
8.7546,0.0000,0.0000,0.0000,8.4142,0.0000,200,288.9129
12.3804,0.0000,0.0000,0.0000,11.6092,0.0000,200,287.0103
6.1347,1.0140,0.0000,0.0000,5.1206,0.0000,200,294.1263
8.0175,0.0000,0.0000,0.0000,7.2547,0.0000,200,292.5856
5.6877,0.0000,0.0000,0.0000,5.4891,0.0000,200,296.2859
10.6215,0.0000,0.0000,0.0000,10.6214,0.0000,200,291.8699
7.1316,0.0003,0.0000,0.0000,7.1312,0.0000,200,295.7985
13.5002,1.0544,0.0000,0.0000,12.4457,0.0000,200,292.1020
14.8372,1.0421,0.0000,0.0000,13.7950,0.0000,200,291.9868
8.8581,0.0000,0.0000,0.0000,8.8580,0.0000,200,298.7004
5.2373,0.0000,0.0000,0.0000,5.0362,0.0000,200,302.4913
5.1528,0.0000,0.0000,0.0000,4.5585,0.0000,200,302.9301
5.5959,0.0000,0.0000,0.0000,5.5472,0.0000,200,302.8816
9.0713,0.0000,0.0000,0.0000,8.8289,0.0000,200,300.0186
13.1889,0.0000,0.0000,0.0000,13.0076,0.0000,200,296.3031
14.8523,0.0000,0.0000,0.0000,14.8522,0.0000,200,298.6966
5.7816,0.0000,0.0000,0.0000,5.6265,0.0000,200,307.9279
9.5509,0.0000,0.0000,0.0000,8.9595,0.0000,200,306.7091
7.7518,0.0000,0.0000,0.0000,7.6946,0.0000,200,308.7152
15.0450,0.0000,0.0000,0.0000,15.0449,0.0000,200,301.9736
7.5993,0.0000,0.0000,0.0000,7.5993,0.0000,200,309.4921
18.3414,0.0000,0.0000,0.0000,17.8406,0.0000,200,298.8899
8.8619,0.0000,0.0000,0.0000,8.8272,0.0000,200,309.2498
9.6525,0.0000,0.0000,0.0001,9.6502,0.0000,200,309.0899
13.2240,0.0000,0.0000,0.0000,13.0341,0.0001,200,307.5585
7.3555,0.0000,0.0000,0.0000,6.8139,0.0000,200,314.0544
16.5661,0.0000,0.0000,0.0000,16.5660,0.0000,200,304.9779
10.4714,0.0000,0.0000,0.0000,10.4713,0.0000,200,312.3305
16.9235,0.0000,0.0000,0.0000,16.5289,0.0000,200,308.0829
16.7348,0.0000,0.0000,0.0000,16.5694,0.0000,200,308.7991
6.1619,0.0000,0.0000,0.0000,6.1617,0.0000,200,320.6033
14.8540,0.0000,0.0000,0.0000,14.8540,0.0000,200,311.9954
10.7077,0.0000,0.0000,0.0000,10.4511,0.0001,200,316.2600
12.0897,0.0000,0.0000,0.0000,12.0896,0.0000,200,315.3498
10.5358,0.0000,0.0000,0.0000,10.3981,0.0000,200,317.0936
11.4389,0.0000,0.0000,0.0000,11.3660,0.0000,200,317.0186
9.8772,0.0000,0.0000,0.0000,9.8772,0.0000,200,319.3908
10.2956,0.0000,0.0000,0.0000,10.2955,0.0000,200,320.2611
11.9655,0.0000,0.0000,0.0000,11.9655,0.0000,200,318.7424
12.2832,0.0000,0.0000,0.0000,12.2831,0.0000,200,318.7994
7.6309,1.0260,0.0000,0.0000,6.6048,0.0001,500,325.6023
5.6038,0.0000,0.0000,0.0000,5.4529,0.0000,500,327.6295
6.8819,0.0000,0.0000,0.0000,6.8818,0.0000,200,328.2515
9.6740,0.0000,0.0000,0.0000,9.6740,0.0000,200,325.5339
17.2447,0.0000,0.0000,0.0000,16.7080,0.0000,200,321.0073
8.6436,0.0000,0.0000,0.0000,8.6436,0.0000,200,330.7080
14.9620,1.0389,0.0000,0.0000,13.9230,0.0000,200,325.7174
6.4053,0.0000,0.0000,0.0000,6.4053,0.0000,200,335.2079
14.2121,0.0000,0.0000,0.0000,14.0325,0.0000,200,327.7288
6.8823,0.0000,0.0000,0.0000,6.2688,0.0001,200,338.1119
13.4410,0.0000,0.0000,0.0000,13.1361,0.0000,200,332.9284
10.2343,0.0000,0.0000,0.0000,9.2137,0.0000,200,337.2315
8.8347,0.0000,0.0000,0.0000,8.8347,0.0000,200,339.3516
14.0295,1.0178,0.0000,0.0000,13.0116,0.0000,200,335.4664
10.4194,0.0000,0.0000,0.0000,9.5195,0.0000,200,341.6644
10.2013,0.0000,0.0000,0.0000,9.8317,0.0000,200,342.3235
7.1881,0.0000,0.0000,0.0000,6.2000,0.0000,200,346.8243
11.4733,0.0000,0.0000,0.0000,10.5638,0.0000,200,346.9678
10.2892,0.0000,0.0000,0.0000,10.0221,0.0000,200,348.1863
10.2327,0.0000,0.0000,0.0000,10.0023,0.0000,200,348.4779
13.7763,0.0000,0.0000,0.0000,13.2556,0.0000,200,347.6656
16.2058,0.0000,0.0000,0.0000,15.2446,0.0000,200,345.4082
12.4153,0.0000,0.0000,0.0000,11.4330,0.0000,200,351.1015
14.1645,0.0000,0.0000,0.0000,14.1645,0.0000,200,352.5249
17.9229,0.0000,0.0000,0.0000,17.7147,0.0000,500,349.2682
18.7378,0.0000,0.0000,0.0000,18.6790,0.0000,500,348.4576
19.7299,0.0000,0.0000,0.0000,19.1906,0.0001,500,347.4658
15.3346,0.0000,0.0000,0.0000,14.3779,0.0001,200,353.3195
19.0062,0.0000,0.0000,0.0000,19.0061,0.0000,500,351.0828
14.6329,0.0000,0.0000,0.0000,13.6358,0.0000,500,355.4560
12.2416,0.0000,0.0000,0.0000,12.2071,0.0001,200,358.4412
11.4264,0.0000,0.0000,0.0000,11.4263,0.0000,200,360.9025
5.7979,0.0000,0.0000,0.0000,5.2919,0.0001,200,366.6894
13.9180,0.0000,0.0000,0.0000,13.9180,0.0001,200,358.7106
15.1774,0.0000,0.0000,0.0001,14.7284,0.0001,200,357.6682
11.7447,0.0000,0.0000,0.0000,10.8206,0.0000,200,361.5444
11.3138,0.0000,0.0000,0.0000,11.3137,0.0000,200,365.0067
11.5146,0.0000,0.0000,0.0000,11.5146,0.0000,200,364.9944
17.6652,0.0000,0.0000,0.0000,17.4690,0.0000,200,362.4648
6.9683,0.0000,0.0000,0.0000,6.8536,0.0000,200,373.2335
15.8304,0.0000,0.0000,0.0000,15.2758,0.0000,200,366.7789
16.9274,0.0000,0.0000,0.0000,16.5057,0.0000,200,366.2678
9.8444,0.0000,0.0000,0.0000,9.8444,0.0000,200,376.5090
6.7325,0.0000,0.0000,0.0000,6.0452,0.0000,200,381.9413
13.0591,0.0000,0.0000,0.0001,13.0590,0.0000,200,376.4677
8.3669,0.0000,0.0000,0.0000,8.0388,0.0000,200,383.5170
9.2775,0.0000,0.0000,0.0000,8.9373,0.0001,200,382.6093
10.5872,0.0000,0.0000,0.0000,9.5914,0.0001,200,381.6135
13.7854,1.0142,0.0000,0.0000,12.7711,0.0000,200,380.7831
18.7528,0.0000,0.0000,0.0000,18.7527,0.0000,200,376.1038
10.0940,0.0000,0.0000,0.0000,10.0940,0.0000,200,385.3914
11.9950,1.0265,0.0000,0.0000,10.9684,0.0000,500,386.8499
16.0700,0.0000,0.0000,0.0000,15.6772,0.0000,500,382.8024
9.3821,0.0000,0.0000,0.0000,8.8565,0.0000,200,389.5268
9.5436,0.0000,0.0000,0.0000,9.1325,0.0000,200,390.0892
7.8615,0.0000,0.0000,0.0000,7.8614,0.0000,200,391.8839
5.4072,0.0000,0.0000,0.0000,5.0162,0.0000,200,395.4854
7.2776,0.0000,0.0000,0.0000,6.5651,0.0000,200,394.0129
12.5078,0.0000,0.0000,0.0000,11.8425,0.0000,200,389.0031
10.9739,0.0000,0.0000,0.0000,10.3907,0.0000,200,390.5574
9.9571,0.0000,0.0000,0.0000,9.9570,0.0000,200,392.3290
15.7732,1.0464,0.0000,0.0000,14.7267,0.0000,200,386.7659
10.0500,0.0000,0.0000,0.0000,9.5513,0.0000,200,394.3579
5.1388,0.0000,0.0000,0.0000,5.1388,0.0000,200,400.8926
4.8540,0.0000,0.0000,0.0000,4.8539,0.0000,200,403.1954
17.8623,0.0000,0.0000,0.0001,17.1480,0.0000,200,390.6829
7.9652,0.0000,0.0000,0.0000,7.0281,0.0000,200,401.5312
17.0119,0.0000,0.0000,0.0000,16.1259,0.0000,200,393.7105
12.2007,0.0000,0.0000,0.0000,11.5842,0.0000,200,398.9089
12.2373,0.0000,0.0000,0.0000,12.2008,0.0000,200,398.8724
13.2005,0.0000,0.0000,0.0000,13.2005,0.0000,200,399.6329
10.4615,0.0000,0.0000,0.0000,10.4614,0.0001,200,402.5391
18.1054,0.0000,0.0000,0.0000,17.9294,0.0000,200,395.4444
19.0223,0.0000,0.0000,0.0000,18.5464,0.0000,200,394.5685
7.7489,0.0000,0.0000,0.0000,7.7488,0.0000,200,406.3536
14.9921,0.0000,0.0000,0.0000,14.2168,0.0000,200,401.5109
5.8649,0.0000,0.0000,0.0000,5.2605,0.0000,200,412.4879
5.7217,0.0000,0.0000,0.0000,5.2100,0.0000,200,413.5908
9.6032,0.0000,0.0000,0.0000,9.6031,0.0000,200,410.7224
10.1566,0.0000,0.0000,0.0000,10.0133,0.0000,200,410.3897
12.4533,0.0000,0.0000,0.0001,12.0464,0.0001,200,408.6544
12.3866,0.0000,0.0000,0.0000,12.1820,0.0000,200,409.4965
7.1731,0.0000,0.0000,0.0000,7.1731,0.0000,200,415.1341
9.9668,0.0000,0.0000,0.0000,9.6560,0.0000,200,413.5495
13.7050,0.0000,0.0000,0.0000,12.9053,0.0000,200,412.2009
8.2491,0.0000,0.0000,0.0000,8.2490,0.0001,200,418.2527
14.4133,0.0000,0.0000,0.0000,13.8230,0.0000,200,413.0005
7.5251,0.0000,0.0000,0.0000,7.1808,0.0001,200,420.2021
17.7341,0.0000,0.0000,0.0000,17.7340,0.0001,200,411.1992
9.1409,0.0000,0.0000,0.0000,8.9067,0.0000,200,421.8831
3.8799,0.0000,0.0000,0.0000,3.8798,0.0001,200,427.4139
12.0058,0.0000,0.0000,0.0001,12.0057,0.0000,200,426.3701
11.1800,0.0000,0.0000,0.0000,11.1800,0.0000,200,427.1960
18.4630,0.0000,0.0000,0.0000,18.4053,0.0000,500,421.2906
11.2595,0.0000,0.0000,0.0000,10.8715,0.0000,200,428.5454
18.4210,0.0000,0.0000,0.0000,18.2276,0.0000,500,421.4110
11.8827,0.0000,0.0000,0.0000,11.1600,0.0000,200,428.0497
18.4120,0.0000,0.0000,0.0000,18.1433,0.0000,500,421.6144
9.3945,0.0000,0.0000,0.0000,9.3945,0.0000,500,431.0240
9.6225,0.0000,0.0000,0.0000,9.4386,0.0000,500,431.1099
16.4267,0.0000,0.0000,0.0000,16.4266,0.0001,500,424.4082
16.5294,0.0000,0.0000,0.0000,16.5293,0.0000,500,425.9059
16.4501,0.0000,0.0000,0.0000,16.4501,0.0000,500,426.5019
6.1765,0.0000,0.0000,0.0000,5.2561,0.0000,200,438.4761
10.5118,0.0000,0.0000,0.0001,10.2595,0.0000,200,434.8570
11.5683,0.0000,0.0000,0.0000,11.5452,0.0001,500,438.3530
15.7989,0.0000,0.0000,0.0000,15.7988,0.0000,200,436.3210
19.5762,0.0000,0.0000,0.0000,18.9172,0.0001,200,433.2341
13.2831,0.0000,0.0001,0.0000,13.1903,0.0000,200,440.3258
19.8679,0.0000,0.0000,0.0000,19.3745,0.0000,200,434.1027
6.3034,1.0139,0.0000,0.0000,5.2895,0.0000,200,447.7274
14.9555,0.0000,0.0000,0.0000,14.7431,0.0000,500,439.3128
15.2835,0.0000,0.0000,0.0000,15.2322,0.0000,500,439.7536
14.9354,0.0000,0.0000,0.0000,14.8327,0.0000,200,440.7324
16.1794,0.0000,0.0000,0.0000,16.1523,0.0000,200,439.8049
15.3901,0.0000,0.0000,0.0000,15.3900,0.0000,200,441.1079
14.4528,0.0000,0.0000,0.0000,14.4527,0.0000,200,442.4352
19.0656,0.0000,0.0000,0.0000,18.0452,0.0000,200,438.3760
14.6192,0.0000,0.0000,0.0000,14.6191,0.0001,200,442.9520
10.7642,0.0000,0.0000,0.0000,10.7641,0.0001,200,447.1919
11.4631,0.0000,0.0000,0.0000,11.4630,0.0000,200,447.1961
16.4131,0.0000,0.0000,0.0000,16.4130,0.0000,500,442.3074
6.6687,0.0000,0.0000,0.0000,5.8700,0.0000,200,452.8102
